name,score,time,feature_pid
perplexity,63.47685241699219,2025-11-20T18:59:41.343131,
perplexity,61.82333755493164,2025-11-20T18:59:41.533370,
perplexity,29.325531005859375,2025-11-20T18:59:41.640081,
perplexity,91.44790649414062,2025-11-20T18:59:41.864129,
perplexity,38.085121154785156,2025-11-20T18:59:41.984162,
perplexity,51.935367584228516,2025-11-20T18:59:42.107907,
perplexity,60.71508026123047,2025-11-20T18:59:42.256390,
perplexity,74.92644500732422,2025-11-20T18:59:42.351692,
perplexity,71.21888732910156,2025-11-20T18:59:42.453382,
perplexity,21.184541702270508,2025-11-20T18:59:42.592193,
perplexity,44.18653869628906,2025-11-20T18:59:42.733049,
perplexity,56.56313705444336,2025-11-20T18:59:42.860139,
perplexity,29.282005310058594,2025-11-20T18:59:43.064712,
perplexity,66.62373352050781,2025-11-20T18:59:43.223564,
perplexity,28.907909393310547,2025-11-20T18:59:43.344683,
perplexity,26.93575668334961,2025-11-20T18:59:43.511206,
perplexity,46.11641311645508,2025-11-20T18:59:43.649903,
perplexity,30.694141387939453,2025-11-20T18:59:43.853815,
perplexity,55.84881591796875,2025-11-20T18:59:43.965184,
perplexity,46.80403518676758,2025-11-20T18:59:44.229366,
perplexity,32.27490997314453,2025-11-20T18:59:44.363700,
perplexity,58.13811111450195,2025-11-20T18:59:44.492958,
perplexity,32.40626525878906,2025-11-20T18:59:44.609672,
perplexity,35.362422943115234,2025-11-20T18:59:44.762452,
perplexity,33.098087310791016,2025-11-20T18:59:44.958496,
perplexity,40.85301971435547,2025-11-20T18:59:45.063124,
perplexity,30.801237106323242,2025-11-20T18:59:45.184375,
perplexity,84.78177642822266,2025-11-20T18:59:45.257677,
perplexity,49.943016052246094,2025-11-20T18:59:45.356703,
perplexity,60.32057571411133,2025-11-20T18:59:45.580719,
perplexity,59.721160888671875,2025-11-20T18:59:45.742782,
perplexity,10.939058303833008,2025-11-20T18:59:45.824550,
perplexity,22.668628692626953,2025-11-20T18:59:45.958964,
perplexity,18.659534454345703,2025-11-20T18:59:46.058248,
perplexity,32.78078079223633,2025-11-20T18:59:46.172033,
perplexity,35.383235931396484,2025-11-20T18:59:46.308339,
perplexity,28.78318977355957,2025-11-20T18:59:46.467565,
perplexity,70.69751739501953,2025-11-20T18:59:46.598842,
perplexity,33.098087310791016,2025-11-20T18:59:46.780893,
perplexity,24.228134155273438,2025-11-20T18:59:46.966053,
perplexity,24.183074951171875,2025-11-20T18:59:47.188606,
perplexity,20.561323165893555,2025-11-20T18:59:47.304309,
perplexity,35.469093322753906,2025-11-20T18:59:47.451909,
perplexity,36.295555114746094,2025-11-20T18:59:47.603417,
perplexity,57.30607223510742,2025-11-20T18:59:47.698878,
perplexity,50.83808898925781,2025-11-20T18:59:47.771727,
perplexity,33.33839797973633,2025-11-20T18:59:47.931511,
perplexity,39.82889938354492,2025-11-20T18:59:48.057687,
perplexity,33.60942459106445,2025-11-20T18:59:48.192444,
perplexity,31.989892959594727,2025-11-20T18:59:48.344614,
perplexity,98.9451675415039,2025-11-20T18:59:48.429449,
perplexity,47.08209228515625,2025-11-20T18:59:48.607204,
perplexity,26.558549880981445,2025-11-20T18:59:48.720015,
perplexity,73.82551574707031,2025-11-20T18:59:48.849427,
perplexity,51.39900588989258,2025-11-20T18:59:48.927913,
perplexity,37.64239501953125,2025-11-20T18:59:49.043898,
perplexity,69.8707046508789,2025-11-20T18:59:49.241346,
perplexity,21.095548629760742,2025-11-20T18:59:49.337977,
perplexity,37.7006950378418,2025-11-20T18:59:49.439505,
perplexity,68.98885345458984,2025-11-20T18:59:49.596711,
perplexity,30.356403350830078,2025-11-20T18:59:49.766251,
perplexity,30.85759925842285,2025-11-20T18:59:49.873378,
perplexity,22.087881088256836,2025-11-20T18:59:49.949698,
perplexity,46.24040222167969,2025-11-20T18:59:50.073238,
perplexity,33.33913040161133,2025-11-20T18:59:50.246648,
perplexity,46.36528396606445,2025-11-20T18:59:50.365649,
perplexity,41.311920166015625,2025-11-20T18:59:50.590810,
perplexity,57.58443069458008,2025-11-20T18:59:50.700515,
perplexity,24.646453857421875,2025-11-20T18:59:50.798553,
perplexity,40.85832595825195,2025-11-20T18:59:51.028777,
perplexity,29.117040634155273,2025-11-20T18:59:51.164727,
perplexity,58.13811111450195,2025-11-20T18:59:51.290294,
perplexity,28.337947845458984,2025-11-20T18:59:51.375608,
perplexity,81.26885223388672,2025-11-20T18:59:51.447403,
perplexity,37.31480026245117,2025-11-20T18:59:51.552447,
perplexity,24.563650131225586,2025-11-20T18:59:51.737392,
perplexity,22.505666732788086,2025-11-20T18:59:51.911702,
perplexity,26.522905349731445,2025-11-20T18:59:52.104600,
perplexity,22.505666732788086,2025-11-20T18:59:52.246319,
perplexity,26.946855545043945,2025-11-20T18:59:52.451924,
perplexity,39.642879486083984,2025-11-20T18:59:52.756001,
perplexity,27.21402359008789,2025-11-20T18:59:52.874799,
perplexity,43.235652923583984,2025-11-20T18:59:52.981429,
perplexity,30.801794052124023,2025-11-20T18:59:53.144706,
perplexity,103.01065063476562,2025-11-20T18:59:53.245418,
perplexity,36.128562927246094,2025-11-20T18:59:53.439584,
perplexity,15.682341575622559,2025-11-20T18:59:53.574507,
perplexity,43.059146881103516,2025-11-20T18:59:53.857237,
perplexity,46.21690368652344,2025-11-20T18:59:53.946483,
perplexity,47.292022705078125,2025-11-20T18:59:54.074921,
perplexity,26.616119384765625,2025-11-20T18:59:54.197458,
perplexity,25.174041748046875,2025-11-20T18:59:54.325139,
perplexity,62.15439224243164,2025-11-20T18:59:54.467965,
perplexity,41.00511932373047,2025-11-20T18:59:54.664655,
perplexity,38.73416519165039,2025-11-20T18:59:54.798681,
perplexity,38.33380126953125,2025-11-20T18:59:54.962823,
perplexity,31.926034927368164,2025-11-20T18:59:55.138097,
perplexity,80.52178955078125,2025-11-20T18:59:55.226225,
perplexity,26.10115623474121,2025-11-20T18:59:55.446470,
perplexity,52.09354782104492,2025-11-20T18:59:55.926430,
perplexity,52.27793884277344,2025-11-20T18:59:56.095463,
perplexity,29.0939884185791,2025-11-20T18:59:56.218691,
perplexity,57.40956497192383,2025-11-20T18:59:56.364382,
perplexity,26.6519775390625,2025-11-20T18:59:56.483652,
perplexity,76.8392333984375,2025-11-20T18:59:56.621523,
perplexity,33.098087310791016,2025-11-20T18:59:56.819105,
perplexity,46.639652252197266,2025-11-20T18:59:57.078813,
perplexity,37.73725128173828,2025-11-20T18:59:57.396142,
perplexity,27.07418441772461,2025-11-20T18:59:57.523034,
perplexity,55.029544830322266,2025-11-20T18:59:57.850722,
perplexity,63.61156463623047,2025-11-20T18:59:57.955207,
perplexity,37.96002960205078,2025-11-20T18:59:58.106994,
perplexity,40.98759460449219,2025-11-20T18:59:58.230644,
perplexity,63.53565979003906,2025-11-20T18:59:58.376733,
perplexity,61.4432487487793,2025-11-20T18:59:58.484490,
perplexity,14.782763481140137,2025-11-20T18:59:58.592275,
perplexity,49.015464782714844,2025-11-20T18:59:58.690925,
perplexity,33.16206741333008,2025-11-20T18:59:58.866712,
perplexity,25.229999542236328,2025-11-20T18:59:58.982512,
perplexity,44.959564208984375,2025-11-20T18:59:59.161962,
perplexity,74.27387237548828,2025-11-20T18:59:59.278929,
perplexity,44.713748931884766,2025-11-20T18:59:59.392050,
perplexity,48.8719367980957,2025-11-20T18:59:59.618515,
perplexity,29.400346755981445,2025-11-20T18:59:59.692061,
perplexity,46.884708404541016,2025-11-20T18:59:59.889975,
perplexity,44.38076400756836,2025-11-20T19:00:00.055065,
perplexity,24.820405960083008,2025-11-20T19:00:00.193034,
perplexity,88.85694122314453,2025-11-20T19:00:00.304690,
perplexity,46.74930953979492,2025-11-20T19:00:00.454744,
perplexity,76.4699478149414,2025-11-20T19:00:00.648839,
perplexity,35.605926513671875,2025-11-20T19:00:00.935752,
perplexity,37.48008728027344,2025-11-20T19:00:01.110618,
perplexity,23.528392791748047,2025-11-20T19:00:01.294738,
perplexity,30.97148895263672,2025-11-20T19:00:01.406875,
perplexity,37.97514724731445,2025-11-20T19:00:01.565419,
perplexity,48.71077346801758,2025-11-20T19:00:01.715546,
perplexity,49.87107849121094,2025-11-20T19:00:01.821603,
perplexity,24.276369094848633,2025-11-20T19:00:02.016127,
perplexity,67.31675720214844,2025-11-20T19:00:02.134312,
perplexity,47.97220993041992,2025-11-20T19:00:02.253300,
perplexity,62.792274475097656,2025-11-20T19:00:02.443307,
perplexity,48.194358825683594,2025-11-20T19:00:02.487422,
perplexity,90.02820587158203,2025-11-20T19:00:02.594282,
perplexity,25.196138381958008,2025-11-20T19:00:02.695714,
perplexity,27.07418441772461,2025-11-20T19:00:02.814840,
perplexity,60.4268913269043,2025-11-20T19:00:02.925757,
perplexity,48.849822998046875,2025-11-20T19:00:03.031376,
perplexity,45.325950622558594,2025-11-20T19:00:03.205583,
perplexity,24.228134155273438,2025-11-20T19:00:03.401705,
perplexity,66.76506805419922,2025-11-20T19:00:03.511295,
perplexity,33.566566467285156,2025-11-20T19:00:03.721836,
perplexity,25.565074920654297,2025-11-20T19:00:03.862014,
perplexity,24.25044822692871,2025-11-20T19:00:03.980245,
perplexity,54.021751403808594,2025-11-20T19:00:04.156796,
perplexity,34.60415267944336,2025-11-20T19:00:04.284350,
perplexity,59.888954162597656,2025-11-20T19:00:04.427039,
perplexity,25.8257999420166,2025-11-20T19:00:04.586139,
perplexity,44.011817932128906,2025-11-20T19:00:04.739890,
perplexity,36.25284957885742,2025-11-20T19:00:04.902446,
perplexity,54.52995681762695,2025-11-20T19:00:05.067945,
perplexity,52.7164306640625,2025-11-20T19:00:05.213922,
perplexity,51.861549377441406,2025-11-20T19:00:05.778026,
perplexity,44.15663146972656,2025-11-20T19:00:05.906850,
perplexity,23.34777069091797,2025-11-20T19:00:06.050955,
perplexity,61.412757873535156,2025-11-20T19:00:06.245003,
perplexity,22.193540573120117,2025-11-20T19:00:06.458454,
perplexity,37.331565856933594,2025-11-20T19:00:06.580000,
perplexity,31.909385681152344,2025-11-20T19:00:06.767484,
perplexity,31.926034927368164,2025-11-20T19:00:06.934058,
perplexity,37.39509582519531,2025-11-20T19:00:07.079862,
perplexity,46.84626770019531,2025-11-20T19:00:07.209705,
perplexity,47.46263122558594,2025-11-20T19:00:07.327303,
perplexity,30.292743682861328,2025-11-20T19:00:07.508174,
perplexity,45.64036178588867,2025-11-20T19:00:07.658024,
perplexity,32.74494934082031,2025-11-20T19:00:07.833321,
perplexity,33.521053314208984,2025-11-20T19:00:07.924722,
perplexity,53.8770751953125,2025-11-20T19:00:08.094319,
perplexity,72.24169921875,2025-11-20T19:00:08.297793,
perplexity,38.44861602783203,2025-11-20T19:00:08.458936,
perplexity,19.111230850219727,2025-11-20T19:00:08.655289,
perplexity,62.966983795166016,2025-11-20T19:00:08.755481,
perplexity,13.419229507446289,2025-11-20T19:00:08.826099,
perplexity,31.909385681152344,2025-11-20T19:00:09.003585,
perplexity,25.565074920654297,2025-11-20T19:00:09.159099,
perplexity,19.71958351135254,2025-11-20T19:00:09.376418,
perplexity,42.81813049316406,2025-11-20T19:00:09.597340,
perplexity,17.49403190612793,2025-11-20T19:00:09.702356,
perplexity,73.80950164794922,2025-11-20T19:00:09.861309,
perplexity,40.545101165771484,2025-11-20T19:00:09.985443,
perplexity,79.52094268798828,2025-11-20T19:00:10.122864,
perplexity,58.94469451904297,2025-11-20T19:00:10.224622,
perplexity,27.292177200317383,2025-11-20T19:00:10.446373,
perplexity,48.194358825683594,2025-11-20T19:00:10.496130,
perplexity,40.535213470458984,2025-11-20T19:00:10.656954,
perplexity,21.103626251220703,2025-11-20T19:00:10.770219,
perplexity,29.33755874633789,2025-11-20T19:00:10.854639,
perplexity,56.94837951660156,2025-11-20T19:00:11.001603,
perplexity,36.133087158203125,2025-11-20T19:00:11.133789,
perplexity,75.75511932373047,2025-11-20T19:00:11.251049,
perplexity,64.7078628540039,2025-11-20T19:00:11.386421,
perplexity,53.571571350097656,2025-11-20T19:00:11.584416,
perplexity,26.419967651367188,2025-11-20T19:00:11.793629,
perplexity,17.49403190612793,2025-11-20T19:00:11.898379,
perplexity,53.442787170410156,2025-11-20T19:00:12.007145,
perplexity,32.85861587524414,2025-11-20T19:00:12.157647,
perplexity,39.642879486083984,2025-11-20T19:00:12.444849,
perplexity,58.45564651489258,2025-11-20T19:00:12.700194,
perplexity,33.38813018798828,2025-11-20T19:00:12.817030,
perplexity,29.344295501708984,2025-11-20T19:00:12.986744,
perplexity,36.00507354736328,2025-11-20T19:00:13.170309,
perplexity,28.159141540527344,2025-11-20T19:00:13.282087,
perplexity,34.7947883605957,2025-11-20T19:00:13.406103,
perplexity,71.4477310180664,2025-11-20T19:00:13.515306,
perplexity,31.882061004638672,2025-11-20T19:00:13.706423,
perplexity,21.16330909729004,2025-11-20T19:00:13.791676,
perplexity,44.09819793701172,2025-11-20T19:00:13.930326,
perplexity,80.4941177368164,2025-11-20T19:00:14.048380,
perplexity,22.668628692626953,2025-11-20T19:00:14.191055,
perplexity,39.42975616455078,2025-11-20T19:00:14.308940,
perplexity,41.63335418701172,2025-11-20T19:00:14.452348,
perplexity,38.20423126220703,2025-11-20T19:00:14.754261,
perplexity,39.34965896606445,2025-11-20T19:00:14.878673,
perplexity,105.41130065917969,2025-11-20T19:00:15.153272,
perplexity,19.90440559387207,2025-11-20T19:00:15.266591,
perplexity,24.625272750854492,2025-11-20T19:00:15.365771,
perplexity,31.565229415893555,2025-11-20T19:00:15.492085,
perplexity,53.19992446899414,2025-11-20T19:00:15.617449,
perplexity,54.94896697998047,2025-11-20T19:00:15.804457,
perplexity,29.523468017578125,2025-11-20T19:00:15.897055,
perplexity,28.724225997924805,2025-11-20T19:00:16.016970,
perplexity,35.99688720703125,2025-11-20T19:00:16.208733,
perplexity,58.73404312133789,2025-11-20T19:00:16.315557,
perplexity,46.348934173583984,2025-11-20T19:00:16.425367,
perplexity,25.34284019470215,2025-11-20T19:00:16.561493,
perplexity,86.5191879272461,2025-11-20T19:00:16.693363,
perplexity,51.80459213256836,2025-11-20T19:00:16.827100,
perplexity,44.5377082824707,2025-11-20T19:00:16.940536,
perplexity,15.350345611572266,2025-11-20T19:00:17.043079,
perplexity,43.04664611816406,2025-11-20T19:00:17.213829,
perplexity,17.558670043945312,2025-11-20T19:00:17.631032,
perplexity,80.98011779785156,2025-11-20T19:00:17.759614,
perplexity,39.06624984741211,2025-11-20T19:00:17.868887,
perplexity,32.89903259277344,2025-11-20T19:00:17.965708,
perplexity,62.79550552368164,2025-11-20T19:00:18.160288,
perplexity,72.95126342773438,2025-11-20T19:00:18.308461,
perplexity,58.64043426513672,2025-11-20T19:00:18.527500,
perplexity,33.15156936645508,2025-11-20T19:00:18.638361,
perplexity,21.103626251220703,2025-11-20T19:00:18.741015,
perplexity,33.33839797973633,2025-11-20T19:00:18.882558,
perplexity,36.56865310668945,2025-11-20T19:00:18.986677,
perplexity,50.53053665161133,2025-11-20T19:00:19.075462,
perplexity,38.52188491821289,2025-11-20T19:00:19.318473,
perplexity,37.532249450683594,2025-11-20T19:00:19.422841,
perplexity,65.18851470947266,2025-11-20T19:00:19.517824,
perplexity,33.01901626586914,2025-11-20T19:00:19.670853,
perplexity,21.2725830078125,2025-11-20T19:00:19.847642,
perplexity,42.56191635131836,2025-11-20T19:00:20.030499,
perplexity,30.801794052124023,2025-11-20T19:00:20.194361,
perplexity,36.179351806640625,2025-11-20T19:00:20.295723,
perplexity,33.47279739379883,2025-11-20T19:00:20.398316,
perplexity,47.14917755126953,2025-11-20T19:00:20.510368,
perplexity,42.943092346191406,2025-11-20T19:00:20.782041,
perplexity,28.60334014892578,2025-11-20T19:00:20.916947,
perplexity,30.568702697753906,2025-11-20T19:00:21.231874,
perplexity,38.319664001464844,2025-11-20T19:00:21.348118,
perplexity,31.989892959594727,2025-11-20T19:00:21.485801,
perplexity,52.90338134765625,2025-11-20T19:00:21.548664,
perplexity,43.96149826049805,2025-11-20T19:00:21.650786,
perplexity,36.445396423339844,2025-11-20T19:00:21.917746,
perplexity,34.87190628051758,2025-11-20T19:00:22.036828,
perplexity,30.772573471069336,2025-11-20T19:00:22.141109,
perplexity,27.139923095703125,2025-11-20T19:00:22.305319,
perplexity,79.72444915771484,2025-11-20T19:00:22.415663,
perplexity,57.86872100830078,2025-11-20T19:00:22.532754,
perplexity,26.412586212158203,2025-11-20T19:00:22.643389,
perplexity,36.822906494140625,2025-11-20T19:00:22.760793,
perplexity,55.04143142700195,2025-11-20T19:00:22.888682,
perplexity,66.66371154785156,2025-11-20T19:00:23.005682,
perplexity,44.228267669677734,2025-11-20T19:00:23.153602,
perplexity,52.7504768371582,2025-11-20T19:00:23.362273,
perplexity,53.24215316772461,2025-11-20T19:00:23.506043,
perplexity,22.359785079956055,2025-11-20T19:00:23.670249,
perplexity,31.36564826965332,2025-11-20T19:00:23.778084,
perplexity,113.75303649902344,2025-11-20T19:00:23.946267,
perplexity,44.95127868652344,2025-11-20T19:00:24.040692,
perplexity,55.29963684082031,2025-11-20T19:00:24.192030,
perplexity,32.01008605957031,2025-11-20T19:00:24.315645,
perplexity,30.05538558959961,2025-11-20T19:00:24.463708,
perplexity,41.66774368286133,2025-11-20T19:00:24.623526,
perplexity,83.88455200195312,2025-11-20T19:00:24.734072,
perplexity,57.04200744628906,2025-11-20T19:00:24.854556,
perplexity,43.19855880737305,2025-11-20T19:00:24.956847,
perplexity,41.60863494873047,2025-11-20T19:00:25.094426,
perplexity,32.34091567993164,2025-11-20T19:00:25.315556,
perplexity,27.423437118530273,2025-11-20T19:00:25.440410,
perplexity,75.75511932373047,2025-11-20T19:00:25.536697,
perplexity,83.20635986328125,2025-11-20T19:00:25.759233,
perplexity,40.63766860961914,2025-11-20T19:00:25.885338,
perplexity,30.55227279663086,2025-11-20T19:00:26.019137,
perplexity,56.26017379760742,2025-11-20T19:00:26.123120,
perplexity,52.7164306640625,2025-11-20T19:00:26.254076,
perplexity,119.96784973144531,2025-11-20T19:00:26.374116,
perplexity,54.122127532958984,2025-11-20T19:00:26.499897,
perplexity,62.02400588989258,2025-11-20T19:00:26.593465,
perplexity,20.94780158996582,2025-11-20T19:00:26.776306,
perplexity,93.73843383789062,2025-11-20T19:00:26.906003,
perplexity,35.14254379272461,2025-11-20T19:00:27.009875,
perplexity,78.874755859375,2025-11-20T19:00:27.139366,
perplexity,28.44037437438965,2025-11-20T19:00:27.269086,
perplexity,55.45305252075195,2025-11-20T19:00:27.489622,
perplexity,26.391355514526367,2025-11-20T19:00:27.637175,
perplexity,44.87874984741211,2025-11-20T19:00:27.739813,
perplexity,81.0440902709961,2025-11-20T19:00:27.857735,
perplexity,24.25044822692871,2025-11-20T19:00:27.960124,
perplexity,24.563650131225586,2025-11-20T19:00:28.129988,
perplexity,41.6982421875,2025-11-20T19:00:28.333199,
perplexity,64.24724578857422,2025-11-20T19:00:28.509081,
perplexity,25.093505859375,2025-11-20T19:00:28.743979,
perplexity,13.419229507446289,2025-11-20T19:00:28.825020,
perplexity,66.86953735351562,2025-11-20T19:00:28.932593,
perplexity,54.48179626464844,2025-11-20T19:00:29.092077,
perplexity,51.82140350341797,2025-11-20T19:00:29.242176,
perplexity,38.403167724609375,2025-11-20T19:00:29.446592,
perplexity,66.51292419433594,2025-11-20T19:00:29.571722,
perplexity,53.99424743652344,2025-11-20T19:00:29.785203,
perplexity,23.827241897583008,2025-11-20T19:00:29.971900,
perplexity,21.9182186126709,2025-11-20T19:00:30.031096,
perplexity,24.228134155273438,2025-11-20T19:00:30.188721,
perplexity,86.24272918701172,2025-11-20T19:00:30.303444,
perplexity,45.02046585083008,2025-11-20T19:00:30.448355,
perplexity,37.635887145996094,2025-11-20T19:00:30.556009,
perplexity,55.84881591796875,2025-11-20T19:00:30.647730,
perplexity,16.917879104614258,2025-11-20T19:00:30.783225,
perplexity,57.04200744628906,2025-11-20T19:00:30.928187,
perplexity,77.5146713256836,2025-11-20T19:00:31.028164,
perplexity,22.655466079711914,2025-11-20T19:00:31.147585,
perplexity,43.1917724609375,2025-11-20T19:00:31.273430,
perplexity,139.6411590576172,2025-11-20T19:00:31.444359,
perplexity,54.68290710449219,2025-11-20T19:00:31.555789,
perplexity,55.029544830322266,2025-11-20T19:00:31.843761,
perplexity,40.63853073120117,2025-11-20T19:00:31.955039,
perplexity,31.356735229492188,2025-11-20T19:00:32.210456,
perplexity,23.083892822265625,2025-11-20T19:00:32.360175,
perplexity,17.142230987548828,2025-11-20T19:00:32.465772,
perplexity,78.94429779052734,2025-11-20T19:00:32.570750,
perplexity,83.71105194091797,2025-11-20T19:00:32.733278,
perplexity,17.49403190612793,2025-11-20T19:00:32.826116,
perplexity,25.99508285522461,2025-11-20T19:00:33.030806,
perplexity,32.871002197265625,2025-11-20T19:00:33.164590,
perplexity,43.495506286621094,2025-11-20T19:00:33.513747,
perplexity,54.93013000488281,2025-11-20T19:00:33.628125,
perplexity,29.61329460144043,2025-11-20T19:00:33.756671,
perplexity,35.51051330566406,2025-11-20T19:00:33.885345,
perplexity,35.26441955566406,2025-11-20T19:00:34.042711,
perplexity,34.61592102050781,2025-11-20T19:00:34.155401,
perplexity,52.08256912231445,2025-11-20T19:00:34.334550,
perplexity,67.96417999267578,2025-11-20T19:00:34.432959,
perplexity,52.68410110473633,2025-11-20T19:00:34.531335,
perplexity,41.22493362426758,2025-11-20T19:00:34.735397,
perplexity,47.332515716552734,2025-11-20T19:00:34.927304,
perplexity,35.749088287353516,2025-11-20T19:00:35.056658,
perplexity,40.63766860961914,2025-11-20T19:00:35.175684,
perplexity,39.905242919921875,2025-11-20T19:00:35.317292,
perplexity,47.08209228515625,2025-11-20T19:00:35.480803,
perplexity,42.11639404296875,2025-11-20T19:00:35.597874,
perplexity,42.95246124267578,2025-11-20T19:00:35.714183,
perplexity,31.013622283935547,2025-11-20T19:00:35.804072,
perplexity,30.801794052124023,2025-11-20T19:00:35.985434,
perplexity,21.162548065185547,2025-11-20T19:00:36.244160,
perplexity,21.75370216369629,2025-11-20T19:00:36.341942,
perplexity,30.414772033691406,2025-11-20T19:00:36.486796,
perplexity,47.08209228515625,2025-11-20T19:00:36.666341,
perplexity,33.49817657470703,2025-11-20T19:00:36.776281,
perplexity,30.39217185974121,2025-11-20T19:00:36.903867,
perplexity,24.838964462280273,2025-11-20T19:00:37.010444,
perplexity,33.667049407958984,2025-11-20T19:00:37.116578,
perplexity,17.958398818969727,2025-11-20T19:00:37.312042,
perplexity,33.65618133544922,2025-11-20T19:00:37.468399,
perplexity,34.000648498535156,2025-11-20T19:00:37.650324,
perplexity,52.09354782104492,2025-11-20T19:00:38.144632,
perplexity,23.43412208557129,2025-11-20T19:00:38.286225,
perplexity,27.59523582458496,2025-11-20T19:00:38.425946,
perplexity,62.7935905456543,2025-11-20T19:00:38.533400,
perplexity,43.34858322143555,2025-11-20T19:00:38.705441,
perplexity,52.42970657348633,2025-11-20T19:00:38.815676,
perplexity,37.7006950378418,2025-11-20T19:00:38.934607,
perplexity,43.495506286621094,2025-11-20T19:00:39.269731,
perplexity,79.79180145263672,2025-11-20T19:00:39.417532,
perplexity,39.94186019897461,2025-11-20T19:00:39.552126,
perplexity,35.71711349487305,2025-11-20T19:00:39.709066,
